dteday,hr,weekday,mnth,yr,season,cnt
2011-05-31,23,Tuesday,5,2011,Summer,61
2011-06-01,0,Wednesday,6,2011,Summer,34
2011-06-01,1,Wednesday,6,2011,Summer,17
2011-06-01,2,Wednesday,6,2011,Summer,3
2011-06-01,3,Wednesday,6,2011,Summer,6
2011-06-01,4,Wednesday,6,2011,Summer,4
2011-06-01,5,Wednesday,6,2011,Summer,21
2011-06-01,6,Wednesday,6,2011,Summer,128
2011-06-01,7,Wednesday,6,2011,Summer,284
2011-06-01,8,Wednesday,6,2011,Summer,454
2011-06-01,9,Wednesday,6,2011,Summer,207
2011-06-01,10,Wednesday,6,2011,Summer,115
2011-06-01,11,Wednesday,6,2011,Summer,112
2011-06-01,12,Wednesday,6,2011,Summer,169
2011-06-01,13,Wednesday,6,2011,Summer,154
2011-06-01,14,Wednesday,6,2011,Summer,145
2011-06-01,15,Wednesday,6,2011,Summer,152
2011-06-01,16,Wednesday,6,2011,Summer,266
2011-06-01,17,Wednesday,6,2011,Summer,486
2011-06-01,18,Wednesday,6,2011,Summer,309
2011-06-01,19,Wednesday,6,2011,Summer,264
2011-06-01,20,Wednesday,6,2011,Summer,256
2011-06-01,21,Wednesday,6,2011,Summer,190
2011-06-01,22,Wednesday,6,2011,Summer,129
2011-06-01,23,Wednesday,6,2011,Summer,69
2011-06-02,0,Thursday,6,2011,Summer,42
2011-06-02,1,Thursday,6,2011,Summer,15
2011-06-02,2,Thursday,6,2011,Summer,6
2011-06-02,3,Thursday,6,2011,Summer,4
2011-06-02,4,Thursday,6,2011,Summer,3
2011-06-02,5,Thursday,6,2011,Summer,31
2011-06-02,6,Thursday,6,2011,Summer,113
2011-06-02,7,Thursday,6,2011,Summer,304
2011-06-02,8,Thursday,6,2011,Summer,467
2011-06-02,9,Thursday,6,2011,Summer,225
2011-06-02,10,Thursday,6,2011,Summer,139
2011-06-02,11,Thursday,6,2011,Summer,165
2011-06-02,12,Thursday,6,2011,Summer,232
2011-06-02,13,Thursday,6,2011,Summer,203
2011-06-02,14,Thursday,6,2011,Summer,185
2011-06-02,15,Thursday,6,2011,Summer,188
2011-06-02,16,Thursday,6,2011,Summer,318
2011-06-02,17,Thursday,6,2011,Summer,572
2011-06-02,18,Thursday,6,2011,Summer,525
2011-06-02,19,Thursday,6,2011,Summer,379
2011-06-02,20,Thursday,6,2011,Summer,337
2011-06-02,21,Thursday,6,2011,Summer,248
2011-06-02,22,Thursday,6,2011,Summer,155
2011-06-02,23,Thursday,6,2011,Summer,112
2011-06-03,0,Friday,6,2011,Summer,68
2011-06-03,1,Friday,6,2011,Summer,22
2011-06-03,2,Friday,6,2011,Summer,12
2011-06-03,3,Friday,6,2011,Summer,5
2011-06-03,4,Friday,6,2011,Summer,6
2011-06-03,5,Friday,6,2011,Summer,28
2011-06-03,6,Friday,6,2011,Summer,106
2011-06-03,7,Friday,6,2011,Summer,277
2011-06-03,8,Friday,6,2011,Summer,502
2011-06-03,9,Friday,6,2011,Summer,230
2011-06-03,10,Friday,6,2011,Summer,161
2011-06-03,11,Friday,6,2011,Summer,192
2011-06-03,12,Friday,6,2011,Summer,259
2011-06-03,13,Friday,6,2011,Summer,248
2011-06-03,14,Friday,6,2011,Summer,240
2011-06-03,15,Friday,6,2011,Summer,212
2011-06-03,16,Friday,6,2011,Summer,349
2011-06-03,17,Friday,6,2011,Summer,558
2011-06-03,18,Friday,6,2011,Summer,564
2011-06-03,19,Friday,6,2011,Summer,391
2011-06-03,20,Friday,6,2011,Summer,293
2011-06-03,21,Friday,6,2011,Summer,247
2011-06-03,22,Friday,6,2011,Summer,171
2011-06-03,23,Friday,6,2011,Summer,171
2011-06-04,0,Saturday,6,2011,Summer,93
2011-06-04,1,Saturday,6,2011,Summer,94
2011-06-04,2,Saturday,6,2011,Summer,59
2011-06-04,3,Saturday,6,2011,Summer,18
2011-06-04,4,Saturday,6,2011,Summer,15
2011-06-04,5,Saturday,6,2011,Summer,8
2011-06-04,6,Saturday,6,2011,Summer,28
2011-06-04,7,Saturday,6,2011,Summer,87
2011-06-04,8,Saturday,6,2011,Summer,125
2011-06-04,9,Saturday,6,2011,Summer,224
2011-06-04,10,Saturday,6,2011,Summer,317
2011-06-04,11,Saturday,6,2011,Summer,369
2011-06-04,12,Saturday,6,2011,Summer,420
2011-06-04,13,Saturday,6,2011,Summer,456
2011-06-04,14,Saturday,6,2011,Summer,451
2011-06-04,15,Saturday,6,2011,Summer,404
2011-06-04,16,Saturday,6,2011,Summer,440
2011-06-04,17,Saturday,6,2011,Summer,344
2011-06-04,18,Saturday,6,2011,Summer,341
2011-06-04,19,Saturday,6,2011,Summer,285
2011-06-04,20,Saturday,6,2011,Summer,239
2011-06-04,21,Saturday,6,2011,Summer,185
2011-06-04,22,Saturday,6,2011,Summer,190
2011-06-04,23,Saturday,6,2011,Summer,150
2011-06-05,0,Sunday,6,2011,Summer,113
2011-06-05,1,Sunday,6,2011,Summer,96
2011-06-05,2,Sunday,6,2011,Summer,64
2011-06-05,3,Sunday,6,2011,Summer,47
2011-06-05,4,Sunday,6,2011,Summer,12
2011-06-05,5,Sunday,6,2011,Summer,6
2011-06-05,6,Sunday,6,2011,Summer,21
2011-06-05,7,Sunday,6,2011,Summer,27
2011-06-05,8,Sunday,6,2011,Summer,98
2011-06-05,9,Sunday,6,2011,Summer,164
2011-06-05,10,Sunday,6,2011,Summer,251
2011-06-05,11,Sunday,6,2011,Summer,335
2011-06-05,12,Sunday,6,2011,Summer,335
2011-06-05,13,Sunday,6,2011,Summer,367
2011-06-05,14,Sunday,6,2011,Summer,385
2011-06-05,15,Sunday,6,2011,Summer,417
2011-06-05,16,Sunday,6,2011,Summer,398
2011-06-05,17,Sunday,6,2011,Summer,390
2011-06-05,18,Sunday,6,2011,Summer,363
2011-06-05,19,Sunday,6,2011,Summer,357
2011-06-05,20,Sunday,6,2011,Summer,279
2011-06-05,21,Sunday,6,2011,Summer,165
2011-06-05,22,Sunday,6,2011,Summer,130
2011-06-05,23,Sunday,6,2011,Summer,86
2011-06-06,0,Monday,6,2011,Summer,29
2011-06-06,1,Monday,6,2011,Summer,14
2011-06-06,2,Monday,6,2011,Summer,8
2011-06-06,3,Monday,6,2011,Summer,5
2011-06-06,4,Monday,6,2011,Summer,8
2011-06-06,5,Monday,6,2011,Summer,31
2011-06-06,6,Monday,6,2011,Summer,112
2011-06-06,7,Monday,6,2011,Summer,299
2011-06-06,8,Monday,6,2011,Summer,438
2011-06-06,9,Monday,6,2011,Summer,188
2011-06-06,10,Monday,6,2011,Summer,95
2011-06-06,11,Monday,6,2011,Summer,111
2011-06-06,12,Monday,6,2011,Summer,153
2011-06-06,13,Monday,6,2011,Summer,180
2011-06-06,14,Monday,6,2011,Summer,145
2011-06-06,15,Monday,6,2011,Summer,165
2011-06-06,16,Monday,6,2011,Summer,267
2011-06-06,17,Monday,6,2011,Summer,579
2011-06-06,18,Monday,6,2011,Summer,556
2011-06-06,19,Monday,6,2011,Summer,407
2011-06-06,20,Monday,6,2011,Summer,336
2011-06-06,21,Monday,6,2011,Summer,189
2011-06-06,22,Monday,6,2011,Summer,173
2011-06-06,23,Monday,6,2011,Summer,60
2011-06-07,0,Tuesday,6,2011,Summer,20
2011-06-07,1,Tuesday,6,2011,Summer,4
2011-06-07,2,Tuesday,6,2011,Summer,5
2011-06-07,3,Tuesday,6,2011,Summer,2
2011-06-07,4,Tuesday,6,2011,Summer,5
2011-06-07,5,Tuesday,6,2011,Summer,32
2011-06-07,6,Tuesday,6,2011,Summer,126
2011-06-07,7,Tuesday,6,2011,Summer,334
2011-06-07,8,Tuesday,6,2011,Summer,477
2011-06-07,9,Tuesday,6,2011,Summer,217
2011-06-07,10,Tuesday,6,2011,Summer,123
2011-06-07,11,Tuesday,6,2011,Summer,151
2011-06-07,12,Tuesday,6,2011,Summer,183
2011-06-07,13,Tuesday,6,2011,Summer,196
2011-06-07,14,Tuesday,6,2011,Summer,146
2011-06-07,15,Tuesday,6,2011,Summer,183
2011-06-07,16,Tuesday,6,2011,Summer,308
2011-06-07,17,Tuesday,6,2011,Summer,539
2011-06-07,18,Tuesday,6,2011,Summer,551
2011-06-07,19,Tuesday,6,2011,Summer,424
2011-06-07,20,Tuesday,6,2011,Summer,346
2011-06-07,21,Tuesday,6,2011,Summer,218
2011-06-07,22,Tuesday,6,2011,Summer,153
2011-06-07,23,Tuesday,6,2011,Summer,90
2011-06-08,0,Wednesday,6,2011,Summer,41
2011-06-08,1,Wednesday,6,2011,Summer,23
2011-06-08,2,Wednesday,6,2011,Summer,7
2011-06-08,3,Wednesday,6,2011,Summer,3
2011-06-08,4,Wednesday,6,2011,Summer,6
2011-06-08,5,Wednesday,6,2011,Summer,21
2011-06-08,6,Wednesday,6,2011,Summer,116
2011-06-08,7,Wednesday,6,2011,Summer,353
2011-06-08,8,Wednesday,6,2011,Summer,481
2011-06-08,9,Wednesday,6,2011,Summer,202
2011-06-08,10,Wednesday,6,2011,Summer,90
2011-06-08,11,Wednesday,6,2011,Summer,134
2011-06-08,12,Wednesday,6,2011,Summer,149
2011-06-08,13,Wednesday,6,2011,Summer,136
2011-06-08,14,Wednesday,6,2011,Summer,155
2011-06-08,15,Wednesday,6,2011,Summer,128
2011-06-08,16,Wednesday,6,2011,Summer,233
2011-06-08,17,Wednesday,6,2011,Summer,506
2011-06-08,18,Wednesday,6,2011,Summer,459
2011-06-08,19,Wednesday,6,2011,Summer,384
2011-06-08,20,Wednesday,6,2011,Summer,280
2011-06-08,21,Wednesday,6,2011,Summer,202
2011-06-08,22,Wednesday,6,2011,Summer,176
2011-06-08,23,Wednesday,6,2011,Summer,116
2011-06-09,0,Thursday,6,2011,Summer,47
2011-06-09,1,Thursday,6,2011,Summer,16
2011-06-09,2,Thursday,6,2011,Summer,6
2011-06-09,3,Thursday,6,2011,Summer,2
2011-06-09,4,Thursday,6,2011,Summer,6
2011-06-09,5,Thursday,6,2011,Summer,20
2011-06-09,6,Thursday,6,2011,Summer,118
2011-06-09,7,Thursday,6,2011,Summer,314
2011-06-09,8,Thursday,6,2011,Summer,432
2011-06-09,9,Thursday,6,2011,Summer,168
2011-06-09,10,Thursday,6,2011,Summer,94
2011-06-09,11,Thursday,6,2011,Summer,118
2011-06-09,12,Thursday,6,2011,Summer,140
2011-06-09,13,Thursday,6,2011,Summer,136
2011-06-09,14,Thursday,6,2011,Summer,118
2011-06-09,15,Thursday,6,2011,Summer,104
2011-06-09,16,Thursday,6,2011,Summer,200
2011-06-09,17,Thursday,6,2011,Summer,409
2011-06-09,18,Thursday,6,2011,Summer,466
2011-06-09,19,Thursday,6,2011,Summer,326
2011-06-09,20,Thursday,6,2011,Summer,254
2011-06-09,21,Thursday,6,2011,Summer,171
2011-06-09,22,Thursday,6,2011,Summer,153
2011-06-09,23,Thursday,6,2011,Summer,97
2011-06-10,0,Friday,6,2011,Summer,69
2011-06-10,1,Friday,6,2011,Summer,23
2011-06-10,2,Friday,6,2011,Summer,13
2011-06-10,3,Friday,6,2011,Summer,6
2011-06-10,4,Friday,6,2011,Summer,4
2011-06-10,5,Friday,6,2011,Summer,28
2011-06-10,6,Friday,6,2011,Summer,104
2011-06-10,7,Friday,6,2011,Summer,267
2011-06-10,8,Friday,6,2011,Summer,452
2011-06-10,9,Friday,6,2011,Summer,213
2011-06-10,10,Friday,6,2011,Summer,111
2011-06-10,11,Friday,6,2011,Summer,153
2011-06-10,12,Friday,6,2011,Summer,207
2011-06-10,13,Friday,6,2011,Summer,189
2011-06-10,14,Friday,6,2011,Summer,165
2011-06-10,15,Friday,6,2011,Summer,212
2011-06-10,16,Friday,6,2011,Summer,285
2011-06-10,17,Friday,6,2011,Summer,517
2011-06-10,18,Friday,6,2011,Summer,463
2011-06-10,19,Friday,6,2011,Summer,306
2011-06-10,20,Friday,6,2011,Summer,250
2011-06-10,21,Friday,6,2011,Summer,218
2011-06-10,22,Friday,6,2011,Summer,185
2011-06-10,23,Friday,6,2011,Summer,146
2011-06-11,0,Saturday,6,2011,Summer,117
2011-06-11,1,Saturday,6,2011,Summer,77
2011-06-11,2,Saturday,6,2011,Summer,60
2011-06-11,3,Saturday,6,2011,Summer,28
2011-06-11,4,Saturday,6,2011,Summer,13
2011-06-11,5,Saturday,6,2011,Summer,16
2011-06-11,6,Saturday,6,2011,Summer,40
2011-06-11,7,Saturday,6,2011,Summer,68
2011-06-11,8,Saturday,6,2011,Summer,143
2011-06-11,9,Saturday,6,2011,Summer,230
2011-06-11,10,Saturday,6,2011,Summer,264
2011-06-11,11,Saturday,6,2011,Summer,325
2011-06-11,12,Saturday,6,2011,Summer,347
2011-06-11,13,Saturday,6,2011,Summer,387
2011-06-11,14,Saturday,6,2011,Summer,380
2011-06-11,15,Saturday,6,2011,Summer,374
2011-06-11,16,Saturday,6,2011,Summer,394
2011-06-11,17,Saturday,6,2011,Summer,337
2011-06-11,18,Saturday,6,2011,Summer,286
2011-06-11,19,Saturday,6,2011,Summer,264
2011-06-11,20,Saturday,6,2011,Summer,275
2011-06-11,21,Saturday,6,2011,Summer,220
2011-06-11,22,Saturday,6,2011,Summer,190
2011-06-11,23,Saturday,6,2011,Summer,131
2011-06-12,0,Sunday,6,2011,Summer,119
2011-06-12,1,Sunday,6,2011,Summer,93
2011-06-12,2,Sunday,6,2011,Summer,66
2011-06-12,3,Sunday,6,2011,Summer,28
2011-06-12,4,Sunday,6,2011,Summer,14
2011-06-12,5,Sunday,6,2011,Summer,10
2011-06-12,6,Sunday,6,2011,Summer,14
2011-06-12,7,Sunday,6,2011,Summer,34
2011-06-12,8,Sunday,6,2011,Summer,92
2011-06-12,9,Sunday,6,2011,Summer,182
2011-06-12,10,Sunday,6,2011,Summer,311
2011-06-12,11,Sunday,6,2011,Summer,367
2011-06-12,12,Sunday,6,2011,Summer,420
2011-06-12,13,Sunday,6,2011,Summer,373
2011-06-12,14,Sunday,6,2011,Summer,315
2011-06-12,15,Sunday,6,2011,Summer,360
2011-06-12,16,Sunday,6,2011,Summer,350
2011-06-12,17,Sunday,6,2011,Summer,252
2011-06-12,18,Sunday,6,2011,Summer,256
2011-06-12,19,Sunday,6,2011,Summer,223
2011-06-12,20,Sunday,6,2011,Summer,206
2011-06-12,21,Sunday,6,2011,Summer,140
2011-06-12,22,Sunday,6,2011,Summer,128
2011-06-12,23,Sunday,6,2011,Summer,107
2011-06-13,0,Monday,6,2011,Summer,28
2011-06-13,1,Monday,6,2011,Summer,16
2011-06-13,2,Monday,6,2011,Summer,10
2011-06-13,3,Monday,6,2011,Summer,7
2011-06-13,4,Monday,6,2011,Summer,4
2011-06-13,5,Monday,6,2011,Summer,29
2011-06-13,6,Monday,6,2011,Summer,105
2011-06-13,7,Monday,6,2011,Summer,328
2011-06-13,8,Monday,6,2011,Summer,476
2011-06-13,9,Monday,6,2011,Summer,224
2011-06-13,10,Monday,6,2011,Summer,118
2011-06-13,11,Monday,6,2011,Summer,159
2011-06-13,12,Monday,6,2011,Summer,196
2011-06-13,13,Monday,6,2011,Summer,227
2011-06-13,14,Monday,6,2011,Summer,200
2011-06-13,15,Monday,6,2011,Summer,185
2011-06-13,16,Monday,6,2011,Summer,326
2011-06-13,17,Monday,6,2011,Summer,601
2011-06-13,18,Monday,6,2011,Summer,586
2011-06-13,19,Monday,6,2011,Summer,423
2011-06-13,20,Monday,6,2011,Summer,331
2011-06-13,21,Monday,6,2011,Summer,218
2011-06-13,22,Monday,6,2011,Summer,134
2011-06-13,23,Monday,6,2011,Summer,89
2011-06-14,0,Tuesday,6,2011,Summer,31
2011-06-14,1,Tuesday,6,2011,Summer,13
2011-06-14,2,Tuesday,6,2011,Summer,10
2011-06-14,3,Tuesday,6,2011,Summer,2
2011-06-14,4,Tuesday,6,2011,Summer,3
2011-06-14,5,Tuesday,6,2011,Summer,26
2011-06-14,6,Tuesday,6,2011,Summer,113
2011-06-14,7,Tuesday,6,2011,Summer,365
2011-06-14,8,Tuesday,6,2011,Summer,486
2011-06-14,9,Tuesday,6,2011,Summer,193
2011-06-14,10,Tuesday,6,2011,Summer,130
2011-06-14,11,Tuesday,6,2011,Summer,143
2011-06-14,12,Tuesday,6,2011,Summer,169
2011-06-14,13,Tuesday,6,2011,Summer,209
2011-06-14,14,Tuesday,6,2011,Summer,159
2011-06-14,15,Tuesday,6,2011,Summer,178
2011-06-14,16,Tuesday,6,2011,Summer,330
2011-06-14,17,Tuesday,6,2011,Summer,569
2011-06-14,18,Tuesday,6,2011,Summer,538
2011-06-14,19,Tuesday,6,2011,Summer,386
2011-06-14,20,Tuesday,6,2011,Summer,297
2011-06-14,21,Tuesday,6,2011,Summer,243
2011-06-14,22,Tuesday,6,2011,Summer,188
2011-06-14,23,Tuesday,6,2011,Summer,110
2011-06-15,0,Wednesday,6,2011,Summer,52
2011-06-15,1,Wednesday,6,2011,Summer,14
2011-06-15,2,Wednesday,6,2011,Summer,9
2011-06-15,3,Wednesday,6,2011,Summer,1
2011-06-15,4,Wednesday,6,2011,Summer,4
2011-06-15,5,Wednesday,6,2011,Summer,21
2011-06-15,6,Wednesday,6,2011,Summer,121
2011-06-15,7,Wednesday,6,2011,Summer,370
2011-06-15,8,Wednesday,6,2011,Summer,498
2011-06-15,9,Wednesday,6,2011,Summer,207
2011-06-15,10,Wednesday,6,2011,Summer,135
2011-06-15,11,Wednesday,6,2011,Summer,164
2011-06-15,12,Wednesday,6,2011,Summer,211
2011-06-15,13,Wednesday,6,2011,Summer,189
2011-06-15,14,Wednesday,6,2011,Summer,178
2011-06-15,15,Wednesday,6,2011,Summer,164
2011-06-15,16,Wednesday,6,2011,Summer,312
2011-06-15,17,Wednesday,6,2011,Summer,638
2011-06-15,18,Wednesday,6,2011,Summer,607
2011-06-15,19,Wednesday,6,2011,Summer,416
2011-06-15,20,Wednesday,6,2011,Summer,330
2011-06-15,21,Wednesday,6,2011,Summer,257
2011-06-15,22,Wednesday,6,2011,Summer,175
2011-06-15,23,Wednesday,6,2011,Summer,107
2011-06-16,0,Thursday,6,2011,Summer,47
2011-06-16,1,Thursday,6,2011,Summer,17
2011-06-16,2,Thursday,6,2011,Summer,5
2011-06-16,3,Thursday,6,2011,Summer,4
2011-06-16,4,Thursday,6,2011,Summer,6
2011-06-16,5,Thursday,6,2011,Summer,25
2011-06-16,6,Thursday,6,2011,Summer,112
2011-06-16,7,Thursday,6,2011,Summer,188
2011-06-16,8,Thursday,6,2011,Summer,388
2011-06-16,9,Thursday,6,2011,Summer,261
2011-06-16,10,Thursday,6,2011,Summer,121
2011-06-16,11,Thursday,6,2011,Summer,150
2011-06-16,12,Thursday,6,2011,Summer,206
2011-06-16,13,Thursday,6,2011,Summer,151
2011-06-16,14,Thursday,6,2011,Summer,153
2011-06-16,15,Thursday,6,2011,Summer,159
2011-06-16,16,Thursday,6,2011,Summer,294
2011-06-16,17,Thursday,6,2011,Summer,272
2011-06-16,18,Thursday,6,2011,Summer,325
2011-06-16,19,Thursday,6,2011,Summer,327
2011-06-16,20,Thursday,6,2011,Summer,201
2011-06-16,21,Thursday,6,2011,Summer,188
2011-06-16,22,Thursday,6,2011,Summer,151
2011-06-16,23,Thursday,6,2011,Summer,16
2011-06-17,0,Friday,6,2011,Summer,24
2011-06-17,1,Friday,6,2011,Summer,23
2011-06-17,2,Friday,6,2011,Summer,13
2011-06-17,3,Friday,6,2011,Summer,6
2011-06-17,4,Friday,6,2011,Summer,6
2011-06-17,5,Friday,6,2011,Summer,13
2011-06-17,6,Friday,6,2011,Summer,97
2011-06-17,7,Friday,6,2011,Summer,250
2011-06-17,8,Friday,6,2011,Summer,454
2011-06-17,9,Friday,6,2011,Summer,224
2011-06-17,10,Friday,6,2011,Summer,170
2011-06-17,11,Friday,6,2011,Summer,181
2011-06-17,12,Friday,6,2011,Summer,243
2011-06-17,13,Friday,6,2011,Summer,204
2011-06-17,14,Friday,6,2011,Summer,215
2011-06-17,15,Friday,6,2011,Summer,243
2011-06-17,16,Friday,6,2011,Summer,355
2011-06-17,17,Friday,6,2011,Summer,552
2011-06-17,18,Friday,6,2011,Summer,450
2011-06-17,19,Friday,6,2011,Summer,328
2011-06-17,20,Friday,6,2011,Summer,232
2011-06-17,21,Friday,6,2011,Summer,208
2011-06-17,22,Friday,6,2011,Summer,175
2011-06-17,23,Friday,6,2011,Summer,178
2011-06-18,0,Saturday,6,2011,Summer,104
2011-06-18,1,Saturday,6,2011,Summer,95
2011-06-18,2,Saturday,6,2011,Summer,53
2011-06-18,3,Saturday,6,2011,Summer,20
2011-06-18,4,Saturday,6,2011,Summer,5
2011-06-18,5,Saturday,6,2011,Summer,7
2011-06-18,6,Saturday,6,2011,Summer,27
2011-06-18,7,Saturday,6,2011,Summer,57
2011-06-18,8,Saturday,6,2011,Summer,131
2011-06-18,9,Saturday,6,2011,Summer,218
2011-06-18,10,Saturday,6,2011,Summer,244
2011-06-18,11,Saturday,6,2011,Summer,404
2011-06-18,12,Saturday,6,2011,Summer,420
2011-06-18,13,Saturday,6,2011,Summer,327
2011-06-18,14,Saturday,6,2011,Summer,334
2011-06-18,15,Saturday,6,2011,Summer,367
2011-06-18,16,Saturday,6,2011,Summer,468
2011-06-18,17,Saturday,6,2011,Summer,449
2011-06-18,18,Saturday,6,2011,Summer,381
2011-06-18,19,Saturday,6,2011,Summer,326
2011-06-18,20,Saturday,6,2011,Summer,188
2011-06-18,21,Saturday,6,2011,Summer,183
2011-06-18,22,Saturday,6,2011,Summer,161
2011-06-18,23,Saturday,6,2011,Summer,150
2011-06-19,0,Sunday,6,2011,Summer,89
2011-06-19,1,Sunday,6,2011,Summer,76
2011-06-19,2,Sunday,6,2011,Summer,72
2011-06-19,3,Sunday,6,2011,Summer,30
2011-06-19,4,Sunday,6,2011,Summer,17
2011-06-19,5,Sunday,6,2011,Summer,19
2011-06-19,6,Sunday,6,2011,Summer,33
2011-06-19,7,Sunday,6,2011,Summer,71
2011-06-19,8,Sunday,6,2011,Summer,84
2011-06-19,9,Sunday,6,2011,Summer,169
2011-06-19,10,Sunday,6,2011,Summer,244
2011-06-19,11,Sunday,6,2011,Summer,377
2011-06-19,12,Sunday,6,2011,Summer,396
2011-06-19,13,Sunday,6,2011,Summer,363
2011-06-19,14,Sunday,6,2011,Summer,317
2011-06-19,15,Sunday,6,2011,Summer,362
2011-06-19,16,Sunday,6,2011,Summer,378
2011-06-19,17,Sunday,6,2011,Summer,397
2011-06-19,18,Sunday,6,2011,Summer,296
2011-06-19,19,Sunday,6,2011,Summer,311
2011-06-19,20,Sunday,6,2011,Summer,232
2011-06-19,21,Sunday,6,2011,Summer,167
2011-06-19,22,Sunday,6,2011,Summer,152
2011-06-19,23,Sunday,6,2011,Summer,92
2011-06-20,0,Monday,6,2011,Summer,26
2011-06-20,1,Monday,6,2011,Summer,12
2011-06-20,2,Monday,6,2011,Summer,2
2011-06-20,3,Monday,6,2011,Summer,1
2011-06-20,4,Monday,6,2011,Summer,3
2011-06-20,5,Monday,6,2011,Summer,3
2011-06-20,6,Monday,6,2011,Summer,26
2011-06-20,7,Monday,6,2011,Summer,46
2011-06-20,8,Monday,6,2011,Summer,221
2011-06-20,9,Monday,6,2011,Summer,219
2011-06-20,10,Monday,6,2011,Summer,91
2011-06-20,11,Monday,6,2011,Summer,94
2011-06-20,12,Monday,6,2011,Summer,162
2011-06-20,13,Monday,6,2011,Summer,179
2011-06-20,14,Monday,6,2011,Summer,175
2011-06-20,15,Monday,6,2011,Summer,205
2011-06-20,16,Monday,6,2011,Summer,299
2011-06-20,17,Monday,6,2011,Summer,565
2011-06-20,18,Monday,6,2011,Summer,538
2011-06-20,19,Monday,6,2011,Summer,431
2011-06-20,20,Monday,6,2011,Summer,316
2011-06-20,21,Monday,6,2011,Summer,206
2011-06-20,22,Monday,6,2011,Summer,130
2011-06-20,23,Monday,6,2011,Summer,60
2011-06-21,0,Tuesday,6,2011,Fall,33
2011-06-21,1,Tuesday,6,2011,Fall,14
2011-06-21,2,Tuesday,6,2011,Fall,6
2011-06-21,3,Tuesday,6,2011,Fall,2
2011-06-21,4,Tuesday,6,2011,Fall,9
2011-06-21,5,Tuesday,6,2011,Fall,25
2011-06-21,6,Tuesday,6,2011,Fall,115
2011-06-21,7,Tuesday,6,2011,Fall,309
2011-06-21,8,Tuesday,6,2011,Fall,401
2011-06-21,9,Tuesday,6,2011,Fall,275
2011-06-21,10,Tuesday,6,2011,Fall,161
2011-06-21,11,Tuesday,6,2011,Fall,171
2011-06-21,12,Tuesday,6,2011,Fall,189
2011-06-21,13,Tuesday,6,2011,Fall,207
2011-06-21,14,Tuesday,6,2011,Fall,152
2011-06-21,15,Tuesday,6,2011,Fall,170
2011-06-21,16,Tuesday,6,2011,Fall,335
2011-06-21,17,Tuesday,6,2011,Fall,572
2011-06-21,18,Tuesday,6,2011,Fall,536
2011-06-21,19,Tuesday,6,2011,Fall,425
2011-06-21,20,Tuesday,6,2011,Fall,326
2011-06-21,21,Tuesday,6,2011,Fall,229
2011-06-21,22,Tuesday,6,2011,Fall,109
2011-06-21,23,Tuesday,6,2011,Fall,64
2011-06-22,0,Wednesday,6,2011,Fall,33
2011-06-22,1,Wednesday,6,2011,Fall,21
2011-06-22,2,Wednesday,6,2011,Fall,7
2011-06-22,3,Wednesday,6,2011,Fall,7
2011-06-22,4,Wednesday,6,2011,Fall,11
2011-06-22,5,Wednesday,6,2011,Fall,23
2011-06-22,6,Wednesday,6,2011,Fall,122
2011-06-22,7,Wednesday,6,2011,Fall,311
2011-06-22,8,Wednesday,6,2011,Fall,423
2011-06-22,9,Wednesday,6,2011,Fall,219
2011-06-22,10,Wednesday,6,2011,Fall,135
2011-06-22,11,Wednesday,6,2011,Fall,145
2011-06-22,12,Wednesday,6,2011,Fall,188
2011-06-22,13,Wednesday,6,2011,Fall,147
2011-06-22,14,Wednesday,6,2011,Fall,145
2011-06-22,15,Wednesday,6,2011,Fall,146
2011-06-22,16,Wednesday,6,2011,Fall,258
2011-06-22,17,Wednesday,6,2011,Fall,529
2011-06-22,18,Wednesday,6,2011,Fall,513
2011-06-22,19,Wednesday,6,2011,Fall,342
2011-06-22,20,Wednesday,6,2011,Fall,282
2011-06-22,21,Wednesday,6,2011,Fall,247
2011-06-22,22,Wednesday,6,2011,Fall,148
2011-06-22,23,Wednesday,6,2011,Fall,105
2011-06-23,0,Thursday,6,2011,Fall,49
2011-06-23,1,Thursday,6,2011,Fall,31
2011-06-23,2,Thursday,6,2011,Fall,4
2011-06-23,3,Thursday,6,2011,Fall,5
2011-06-23,4,Thursday,6,2011,Fall,7
2011-06-23,5,Thursday,6,2011,Fall,24
2011-06-23,6,Thursday,6,2011,Fall,100
2011-06-23,7,Thursday,6,2011,Fall,327
2011-06-23,8,Thursday,6,2011,Fall,432
2011-06-23,9,Thursday,6,2011,Fall,227
2011-06-23,10,Thursday,6,2011,Fall,127
2011-06-23,11,Thursday,6,2011,Fall,136
2011-06-23,12,Thursday,6,2011,Fall,160
2011-06-23,13,Thursday,6,2011,Fall,186
2011-06-23,14,Thursday,6,2011,Fall,149
2011-06-23,15,Thursday,6,2011,Fall,189
2011-06-23,16,Thursday,6,2011,Fall,275
2011-06-23,17,Thursday,6,2011,Fall,569
2011-06-23,18,Thursday,6,2011,Fall,540
2011-06-23,19,Thursday,6,2011,Fall,400
2011-06-23,20,Thursday,6,2011,Fall,352
2011-06-23,21,Thursday,6,2011,Fall,234
2011-06-23,22,Thursday,6,2011,Fall,162
2011-06-23,23,Thursday,6,2011,Fall,105
2011-06-24,0,Friday,6,2011,Fall,63
2011-06-24,1,Friday,6,2011,Fall,28
2011-06-24,2,Friday,6,2011,Fall,14
2011-06-24,3,Friday,6,2011,Fall,5
2011-06-24,4,Friday,6,2011,Fall,9
